Category,Subclass,Index,QuestionType,AnswerType,Question,Answer
GUI,website,25,TC,open,Analyze this video. How many times was the mouse clicked in the video?,The mouse was clicked 4 times in the video.
GUI,website,26,TC,open,Analyze this video. How many times was the mouse clicked in the video?,The mouse was clicked 7 times in the video.
GUI,website,27,AD,closed,Analyze this video. How does the content of the search box change? (a) desc-desktop-delete desktop-macbook pro m1 (b) desktop-delete desktop-macbook pro m1 (c) delete the original content in the search box-desktop-delete desktop-macbook pro m1 (d) delete the original content in the search box-desc-desktop-delete desktop-macbook pro m1,(d)
GUI,website,28,AD,open,What is the name of the third button pressed by the user in the video?,Show 84000+ results
GUI,website,29,AD,closed,"Analyzing this video, how was the phrase '清明节放假' entered? (a) Input ""qingmingjie"" and it becomes ""清明节"", then click on the first item in the recommended section. (b) Input ""qingmingjie"" and it becomes ""清明节"", then click on the third item in the recommended section. (c) Input ""清明节"", then click on the first item in the recommended section. (d) Input ""清明节"", then click on the third item in the recommended section.",(a)
GUI,website,30,AD,closed,Analyze this video. How does the content in the search bar change? (a) baidu-百度 (b) bai-百-百du-百度 (c) bd-百度 (d) baid-百度,(a)
GUI,website,31,TC,open,"Analyzing this video, how many price tags does the mouse hover over (when hovering over a price tag, the tag number will be displayed at the top and will slightly increase in size)?",The mouse hovers over three price tags in the video.
GUI,website,32,TC,open,Analyze this video. How many times was the left-pointing button in the top left corner clicked?,The mouse clicked the left-pointing button in the upper left corner six times in the video.
GUI,website,33,TC,open,"Analyzing this video, how many times did the scroll wheel move up to navigate the webpage?",The webpage was scrolled up twice in the video.
GUI,website,34,AD,closed,Analyze this video. How does the content in the search bar change? (a) 'chu' - 'chicago' - 'Chicago' (b) 'chicago' - 'Chicago' (c) 'n' - 'chu' - 'chicago' - 'Chicago' (d) 'n' - '' - 'cha' - 'chicago' - 'Chicago',(d)
GUI,website,35,TC,open,Analyze this video. How many times was the left-pointing arrow in the upper left corner clicked by the mouse?,The mouse clicked the left-pointing arrow in the upper left corner eight times in the video.
GUI,website,36,TC,open,"Analyzing this video, how many 'on' or 'off' buttons appear in the left column?",The left column now displays 13 on or off buttons.
GUI,website,37,AD,open,"In the video, when the browser URL suffix changes from ""f/DIY/new"" to ""user/ziostraccette"", what specific user interaction triggers the jump? Please describe where the click occurs.","The user clicks the username ""ziostraccette"" next to ""Submitted by"" in the first post."
GUI,website,38,TC,open,"How many times in total did the user click the ""Hits"" button throughout the video?",2 times
GUI,website,39,AD,open,"Between the search bar content changing from ""gemini"" to the final Chinese characters ""你好"", what temporary character string briefly appeared? Please write the exact string.",ni'hao
GUI,website,40,AD,open,How many web pages were opened in the browser in total?,8
GUI,website,41,AD,open,What is the URL of the page shown in the browser?,https://github.com/VisionXLab/Rise-Video
GUI,website,42,AD,open,How many browser windows were opened in total? How many web pages were opened in total?,2; 11
GUI,website,43,AD,closed,"What was the maximum zoom level of the browser interface in the video?
(a) 100%
(b) 125%
(c) 150%
(d) 175%",(c)
GUI,website,44,AD,open,How many stars does the GitHub project shown in the video have?,141
GUI,website,45,AD,open,Which button was clicked to navigate to the next page? Please give the button name.,爱奇艺
GUI,website,46,AD,open,Which button was clicked to navigate to the next page? Please give the button name.,阿里1688
GUI,website,47,AD,open,Which button was clicked to navigate to the next page? Please give the button name.,京东热卖
GUI,website,48,AD,open,Which button was clicked to navigate to the next page? Please give the button name.,天猫
GUI,website,49,AD,open,Which button was clicked to navigate to the next page? Please give the button name.,2026传奇专区
GUI,website,50,AD,open,What was the fourth button pressed in the video? Please give the button name.,勇士赛事安排
GUI,website,51,TC,open,How many buttons were pressed in total? What are their names?,"3; ＋, 狼队, 英超联赛积分榜"
GUI,website,52,TC,open,How many buttons were pressed in total? What are their names?,"4; 4月2日 星期四, 12廿五, >, 30十四"
GUI,website,53,AD,open,Which button was clicked to navigate to the next page? Please give the button name.,3 十六
GUI,website,54,AD,open,What is the title of the video that the user clicked to watch?,如何做出千万播放视频？！
GUI,website,55,AD,open,"What is the full title of the video whose title begins with ""杀戮尖塔2"" and over which the user hovered the mouse?",杀戮尖塔2—重大发现！走问号甚至要跳过金币，要做的不止防摔！新塔学必修之事件池！
GUI,website,56,AD,open,Which button was clicked to navigate to the next page? Please give the button name.,I-CiTies
GUI,website,57,AD,open,Which button was clicked to navigate to the next page? Please give the button name.,NeurIPS
GUI,website,58,AD,open,Which button was clicked to navigate to the next page? Please give the button name.,ByteDance Seed: Seedream 4.5
GUI,website,59,AD,open,Which button was clicked to navigate to the next page? Please give the button name.,OpenAI: GPT-5.1-Codex
GUI,website,60,TC,open,How many buttons were pressed in total? What are their names?,"3; Overview, openai-typescript, OpenClaw"
GUI,website,61,TC,open,"Excluding page scrolling, how many buttons were pressed in total? What are their names?",1; #1 in Productivity
GUI,website,62,TC,open,How many buttons were pressed in total? What are their names?,"2; 万方, 万方视频"
GUI,website,63,TC,open,How many buttons were pressed in total? What are their names?,"3; 图书推荐, 自然科学, 乡土中国"
GUI,website,64,AD,open,What is the title of the article that the user clicked to view?,开源最强！阿里旗舰级大模型千问Qwen3.5（397B）上线东南大学！
GUI,website,65,AD,open,Which feature does the user want to try?,动态短剧海报生成
GUI,website,66,TC,open,How many buttons were pressed in total? What are their names?,"3; 教务处, 教务综合管理系统, 我的课表"
GUI,website,67,AD,open,Which button was clicked to navigate to the next page? Please give the button name.,Cited by 6563
GUI,website,68,TC,open,How many buttons were pressed in total in the video? What are their names?,"3; 2025 Conference - cvpr.thecvf.com, 接受, Conference Site"
GUI,website,69,TC,open,How many buttons did the user click in total in the video?,7
GUI,website,70,AD,open,What is the name of the last button pressed by the user in the video?,YouTube Music
GUI,website,71,TC,open,How many videos started playing after the mouse hovered over them?,2
GUI,website,72,AD,open,What is the title of the video being browsed by the user?,Pokemon Champions NO POKEMON HOME DAY TWO!
GUI,website,73,TR,open,"In the second post from the ""NBA"" account that the user browsed to, who is the person shown in the image?",Nikola Jokić
GUI,website,74,TR,open,"How many posts by the user ""Lebron James"" appear in the video, and how many comments did those posts receive in total?",3; 1514
GUI,website,75,TR,open,Who posted the first video in the user's Bookmarks?,Kansas City Royals
GUI,website,76,AD,open,"In this post, how many views did the comment posted by Thomas Huffman receive?",459
GUI,website,77,TR,open,Which three chatbots did Dharmik Harinkhede rank as the strongest?,"ChatGPT, Grok, Gemini"
GUI,website,78,AD,open,How many comments does the post in the second row and third column have?,666
GUI,website,79,TR,open,"Among the posts that the user hovered over, how many likes does the most-liked post have?",541K
GUI,website,80,TR,open,"Among the videos viewed by the user, what is the creator name of the most-liked video?",mrbeast
GUI,website,81,TR,open,"Among the videos browsed by the user, what is the highest number of likes shown for a video?",11.9M
GUI,website,82,TR,open,"Among the videos viewed by the user, what is the creator name of the most-liked video?",shecidavila
GUI,website,83,TR,open,"On which day and during what time period will user ""nameyoongi"" start the livestream titled ""KEEP SWIMMING""?","Wednesday, April 29, 2026 2:00 PM-2:30 PM"
GUI,website,84,TR,open,"Based on the livestream interface, which streamer appears to be the most popular?",TOY STORY IN FORTNITE
GUI,website,85,TR,open,"Among the works browsed by the user, what is the creator name of the most-liked video?",氧化菊
GUI,website,86,AD,open,Which button did the user click to navigate to the next page?,the women's championship
GUI,website,87,TC,open,How many buttons did the user click in total in the video?,4
GUI,website,88,AD,open,What was the first button pressed by the user in the video?,20
GUI,website,89,TC,open,How many times did the user click the mouse in total in the video?,7
GUI,website,90,TR,open,"Among the products browsed by the user, how many products have a rating of 4.6?",7
GUI,website,91,TR,open,"Among the products browsed by the user, what is the lowest price shown?",$5.08 
GUI,website,92,TR,open,"Among the products browsed by the user, what is the largest discount shown?",55% off
GUI,website,93,TR,open,"Among the products browsed by the user, what is the highest review count shown?",13.1K
GUI,website,94,TR,open,"Among the hotels browsed by the user, what is the highest rating, and how many hotels reached that rating?",4.9; 2
GUI,website,95,TR,open,"If the user wants to spend 5 days in Sanya, what is the minimum required cost?",￥1213
GUI,website,96,TR,open,"In the trip itineraries browsed by the user, what is the sales volume of the best-selling item?",1934
GUI,website,97,AD,open,"At the end of the video, which button did the user click to navigate to the next webpage?",旅游首页
GUI,XR,1,TC,open,Analyze this video. How many memos were modified or had their contents added?,The video contains the content of 3 bookmarks.
GUI,XR,2,TC,open,Analyze this video. How many times did the person in the video tap 'Clean house' with their finger? (Whether they actually tapped it or not counts.),The person in the video tapped 'Clean house' five times with their finger.
GUI,XR,3,TC,open,"Analyzing this video, how many times did the person in the video try to click 'Connect'?",The person in the video is trying to click 'Connect' 3 times?
GUI,XR,4,TC,open,"Analyzing this video, how many icons did the white circle (with a red outer ring) select (the selected icons would stretch out from the circle)?",That white circle (with a red outer ring) has selected 2 icons
GUI,XR,5,AD,open,"Analyze this video. Which circular icon was selected in the video, leading to the next level of the interface?",Selecting the TV circular icon in the video leads to the next level interface.
GUI,XR,6,AD,open,"Analyze this video. Which circular icon was selected in the video, leading to the next level of the interface? ",Selecting the Settings circular icon in the video leads to the next level interface.
GUI,XR,7,AD,closed,Analyze this video. How does the Height value change in the camera options? (a) 5-10-7-10 (b) 5-10-9-10 (c) 7-10 (d) 10-9-10,(a)
GUI,XR,8,AD,closed,Analyze this video. How does the content in the search box change? (a) ''-'displ' (b) ''-'displ'-'' (c) ''-'acece'-''-'displ'-'' (d) ''-'acece'-''-'displ',(c)
human,basketball,1,AD,closed,"Which three players fought for the rebound at the end of the video, causing a foul?
(a) Green jersey No. 10, White jersey No. 15, and White jersey No. 5.
(b) Green jersey No. 11, White jersey No. 15, and White jersey No. 9.
(c) Green jersey No. 5, White jersey No. 12, and White jersey No. 9.
(d) Green jersey No. 14, White jersey No. 7, and White jersey No. 5.",(a)
human,basketball,2,AD,closed,"How did White jersey No. 6 pass the ball to teammate No. 17?
(a) Air pass.
(b) Bounce pass.
(c) Handoff pass.",(b)
human,basketball,3,TC,open,How many times did the basketball successfully go through the net in the video?,0 times
human,basketball,4,TC,open,How many times did the basketball successfully go through the net in the video?,1 time
human,basketball,5,TR,closed,"Why did the gray team inbound the ball from the baseline?
(a) Because the opposing team scored.
(b) Because the opposing team committed a foul.
(c) Because the opposing team throws the ball out of bounds.
(d) Because the game had just started, so they inbounded from the baseline.",(c)
human,basketball,6,TC,open,"Before the player releases the shot, how many times does the basketball hit the floor and bounce up?",3 times
human,basketball,7,TR,closed,"Which player committed the foul?
(a) Yellow-green jersey No. 4.
(b) Yellow-green jersey No. 5.
(c) White jersey No. 12.
(d) White jersey No. 5.",(a)
human,basketball,8,AD,closed,"What move did White jersey No. 7 make before shooting?
(a) Spin move while dribbling.
(b) Between-the-legs dribble.
(c) Alley-oop.
(d) Layup.",(a)
human,basketball,9,TR,closed,"During the jump ball, which team's player touched the basketball, and which team got the opening possession?
(a) White-jersey team; White-jersey team.
(b) White-jersey team; Red-jersey team.
(c) Red-jersey team; Red-jersey team.
(d) Red-jersey team; White-jersey team.",(a)
human,basketball,10,TC,open,"How many shot attempts did the white-jersey team make in total, and how many were successful?","The white-jersey team made 2 shot attempts in total, with 0 successful."
human,basketball,11,TR,closed,"At the end of the video, which player is most likely to gain possession?
(a) White-jersey No. 24 player.
(b) White-jersey No. 7 player.
(c) Red-jersey No. 12 player.
(d) Red-jersey No. 32 player.",(b)
human,basketball,12,TR,closed,"Which team has possession at the end of the video, and why?
(a) White-jersey team; a red-jersey player dribbled the ball out of bounds.
(b) Red-jersey team; a white-jersey player dribbled the ball out of bounds.
(c) Red-jersey team; a white-jersey player committed a technical foul.
(d) Red-jersey team; a white-jersey player committed a kicked-ball violation.",(d)
human,basketball,13,TC,open,What is the minimum number of players simultaneously visible on the court?,6
human,basketball,14,TC,open,How many players touched the basketball in total?,4
human,basketball,15,TR,closed,"What happened at the end of the video?
(a) The white-jersey player's basket counted.
(b) A red-jersey player fouled by grabbing a white-jersey player.
(c) A white-jersey player dribbled the ball out of bounds.
(d) A red-jersey player dribbled the ball out of bounds.",(b)
human,basketball,16,TC,open,How many teammate-to-teammate passes occur in the video? Do not count the inbound or teammates fighting for the rebound after a shot.,7
human,basketball,17,AD,closed,"What move did Blue jersey No. 7 make before making the shot?
(a) Spin move while dribbling.
(b) Between-the-legs dribble.
(c) Alley-oop.
(d) Layup.",(d)
human,basketball,18,TO,TR,"What happened at the end of the video?
(a) A white-jersey player committed a foul by hitting a blue-jersey player's hand.
(b) A blue-jersey player lost the ball out of bounds.
(c) A white-jersey player fouled a blue-jersey player by shoving him.
(d) A white-jersey player committed a technical foul.",(a)
human,basketball,19,AD,closed,"What type of move does the player make at the end of the video?
(a) Dunk.
(b) Fadeaway jumper.
(c) Turnaround shot.
(d) Layup.",(d)
human,basketball,20,AD,closed,"What move did Red jersey No. 10 make before scoring at the end of the video?
(a) Shot fake.
(b) Between-the-legs dribble.
(c) Spin move.
(d) No move at all.",(a)
human,basketball,21,AD,closed,"Which description of the shot is correct?
(a) The ball touched the backboard, did not touch the net, and did not touch the rim.
(b) The ball touched the backboard and the net, but did not touch the rim.
(c) The ball did not touch the backboard, touched the net, and did not touch the rim.
(d) The ball touched the backboard, the net, and the rim.",(c)
human,basketball,22,TR,closed,"Which team has possession at the end of the video, and why?
(a) Blue-jersey team; the red-jersey team committed a backcourt violation.
(b) Blue-jersey team; the red-jersey team exceeded the 24-second shot clock.
(c) Red-jersey team; a blue-jersey player fouled a red-jersey player by shoving him.
(d) Red-jersey team; a blue-jersey player dribbled the ball out of bounds.",(a)
human,basketball,23,TC,open,How many passes did the blue-jersey team make before the shot?,7
human,basketball,24,TO,closed,"During the black-jersey team's offensive possession, was there a bounce pass?
(a) Yes.
(b) No.",(b)
human,basketball,25,TC,open,How many times did White jersey No. 3 dribble before passing the ball?,13 times
human,basketball,26,AD,closed,"Which player secured the rebound at the start of the video?
(a) White-jersey No. 5 player.
(b) White-jersey No. 0 player.
(c) Black-jersey No. 23 player.
(d) Black-jersey No. 30 player.",(b)
human,basketball,27,TO,closed,"Did Black jersey No. 35 perform a between-the-legs dribble while dribbling?
(a) Yes.
(b) No.",(a)
human,basketball,28,TO,closed,"Did White jersey No. 3 perform a between-the-legs dribble while dribbling?
(a) Yes.
(b) No.",(a)
human,basketball,29,TC,open,How many shot attempts did Yellow-green jersey No. 13 make in the video?,2 times
human,basketball,30,AD,closed,"Which description of the video is correct?
(a) White-jersey No. 6 makes a 3-point shot.
(b) White-jersey No. 6 makes a 2-point shot.
(c) White-jersey No. 4 scores 2 points on an alley-oop.
(d) The white-jersey team commits a foul on offense and fails to score.",(c)
human,basketball,31,AD,closed,"Which description of the video is correct?
(a) Yellow-green jersey No. 5 makes a 3-point shot.
(b) Yellow-green jersey No. 5 makes a 2-point shot.
(c) Yellow-green jersey No. 5 misses a shot from beyond the three-point line.
(d) Yellow-green jersey No. 13 makes a 2-point shot.",(a)
human,basketball,32,TC,open,How many yellow-green team players touched the ball during this offensive possession?,3 players
human,basketball,33,AD,closed,"Which description of Black-and-white jersey No. 13 is correct?
(a) He does not perform a between-the-legs dribble while dribbling.
(b) He does not perform a crossover while dribbling.
(c) During the shot, the ball leaves his hand before his feet leave the floor.
(d) He does not perform a behind-the-back dribble while dribbling.",(d)
human,basketball,34,AD,closed,"Which description of the video is correct?
(a) Black-and-white jersey No. 5 misses a shot from beyond the three-point line.
(b) Yellow-green jersey No. 9 makes an obvious pass in the video.
(c) All five players on the black-and-white team touch the basketball in the video.
(d) Black-and-white jersey No. 5 does not dribble before shooting.",(b)
human,basketball,35,AD,closed,"Black-and-white jersey No. 5 takes a shot on offense. Which description of the ball trajectory is correct?
(a) The ball goes in.
(b) The ball touches the net but does not score.
(c) The ball touches the rim but does not score.
(d) The ball touches neither the net, rim, nor backboard and does not score.",(d)
human,basketball,36,TO,closed,"Is the statement 'the referee never touched the basketball in the video' correct?
(a) Yes.
(b) No.",(b)
human,basketball,37,AD,closed,"At the end of the video, what is the ball's trajectory?
(a) The ball goes in.
(b) The ball touches the net but does not score.
(c) The ball touches the rim but does not score.
(d) The ball touches neither the net, rim, nor backboard and does not score.",(c)
human,basketball,38,TC,open,"After the black-and-white jersey team gained possession, how many passes did they make?",3 times
human,basketball,39,AD,closed,"Which description of the video is incorrect?
(a) Black-and-white jersey No. 33 scores with a dunk.
(b) The black-and-white team scores twice in total.
(c) The white-jersey team attempts two shots in the possession and misses both.
(d) All players on the white-jersey team shoot from inside the three-point line.",(d)
human,basketball,40,TC,open,How many times did Black-and-white jersey No. 34 dribble while receiving the ball and completing the dunk?,2 times
human,basketball,41,AD,closed,"Which description of how Black-and-white jersey No. 53 scores is correct?
(a) He scores with a one-handed dunk.
(b) He scores with a two-handed dunk.
(c) He makes a shot from beyond the three-point line.
(d) He makes a shot from outside the paint.",(a)
human,basketball,42,AD,closed,"Which description of the video is incorrect?
(a) White jersey No. 21 makes a bounce pass to White jersey No. 26.
(b) White jersey No. 26 makes a bounce pass to White jersey No. 10.
(c) White jersey No. 10 dribbles twice between the catch and the shot.
(d) White jersey No. 10 scores from beyond the three-point line.",(c)
human,basketball,43,TC,open,How many times did White jersey No. 21 dribble in the video?,7 times
human,basketball,44,TC,open,How many total dribbles were made by all players on the white-jersey team in the video?,7 times
human,basketball,45,AD,open,What is the jersey number of the red-jersey player who scored on the final made shot?,No. 9
human,basketball,46,AD,open,"When Red jersey No. 10 attempted a pass, which white-jersey player intercepted it?",No. 3
human,basketball,47,AD,closed,"Which description of the video is correct?
(a) White jersey No. 8 makes a 3-point shot.
(b) White jersey No. 8 makes a 2-point shot.
(c) White jersey No. 14 scores 2 points on a put-back.
(d) White jersey No. 14 commits goaltending.",(c)
human,basketball,48,TC,open,How many times did Black jersey No. 12 dribble in total?,25 times
human,basketball,49,TC,open,How many white-jersey players gained possession of the basketball in the video?,4 players
human,basketball,50,AD,closed,"Which description of White jersey No. 0 in the video is correct?
(a) He does not perform a crossover while dribbling.
(b) He does not perform a between-the-legs dribble while dribbling.
(c) He does not perform a behind-the-back dribble while dribbling.
(d) He uses a bounce pass.",(b)
human,basketball,51,AD,closed,"Which description of Black jersey No. 22's shot at the start of the video is correct?
(a) He makes the shot.
(b) The shot does not touch the backboard.
(c) The shot does not touch the rim.
(d) The shot does not touch the net.",(d)
human,basketball,52,TC,open,"After the blue-jersey team gained possession, how many passes did they make?",1 time
human,basketball,53,AD,closed,"Which description of the video is correct?
(a) White jersey No. 10 scores 2 points.
(b) White jersey No. 5 scores 2 points.
(c) White jersey No. 5 scores 3 points.
(d) The white-jersey team fails to score on this possession.",(c)
human,basketball,54,TC,open,How many times did player No. 7 dribble in the video?,10 times
human,basketball,55,TC,open,"Including the sideline inbound, how many passes did the green-jersey team make in the video?",7 times
human,basketball,56,TC,open,How many passes did Red jersey No. 9 make in the video?,2 times
human,basketball,57,AD,closed,"Which description of the video is correct?
(a) Green jersey No. 8 scores 2 points and draws a foul on the white-jersey team.
(b) Green jersey No. 8 scores 2 points but does not draw a foul on the white-jersey team.
(c) Green jersey No. 8 misses the shot but draws a foul on the white-jersey team.
(d) Green jersey No. 7 scores 2 points and draws a foul on the white-jersey team.",(a)
human,daily life,1,TC,closed,"How many full rotations of the hula hoop were completed in the video?
(a) 4
(b) 6
(c) 8
(d) 10",(b)
human,daily life,2,TC,closed,"After how many full rotations of the hula hoop did the person begin to lift one leg?
(a) 1
(b) 3
(c) 5
(d) 7",(b)
human,daily life,3,TC,open,How many scissor snips cutting hair are shown in the video?,2 times
human,daily life,4,TC,open,How many hammer strikes are shown in the video?,5 times
human,daily life,5,TC,open,How many number keys did the person press in the video? What is the sum of those numbers?,5; 30
human,daily life,6,TC,open,"During the baby's crawling motion, how many times did the palms support the ground in total?",8 times
human,daily life,7,TC,open,"During the baby's crawling motion, how many times did the palms support the ground in total?",7 times
human,daily life,8,TC,open,"During the baby's crawling motion, how many times did the palms support the ground in total?",14 times
human,daily life,9,TC,open,"Observing the marching formation, if one step is counted when a foot fully lands on the ground, how many total steps did the formation take?",16 steps
human,daily life,10,TC,open,"Observing the marching formation, if one step is counted when a foot fully lands on the ground, how many total steps did the formation take?",19 steps
human,daily life,11,TC,open,"Observing the cutting process in the video, how many cuts were made in total?",11 cuts
human,daily life,12,TC,open,"Observing the cutting process in the video, how many cuts were made in total?",15 cuts
human,daily life,13,TC,open,"Observing the cutting process in the video, how many cuts were made in total?",10 cuts
human,daily life,14,TC,open,How many times did the drummer hit the drum with the right hand in total?,10 times
human,daily life,15,TC,open,How many times did the person use scissors to cut hair in the video?,6 times
human,daily life,16,TC,open,How many times did the person use scissors to cut hair in the video?,6 times
human,daily life,17,TC,open,How many times did the person use scissors to cut hair in the video?,4 times
human,daily life,18,TC,open,How many times did the man strike with the hammer in total?,18 times
human,daily life,19,TC,open,How many times did the child strike with the hammer in total?,5 times
human,daily life,20,TC,open,"During the handstand walk, how many times did the palms support the ground in total?",7 times
human,daily life,21,TC,open,"During the handstand walk, how many times did the palms support the ground in total?",10 times
human,daily life,22,TC,open,"Observing the head massage process, how many times did the hands pat the head in total?",19 times
human,daily life,23,TC,open,"Observing the head massage process, how many times did the hands pat the head in total?",18 times
human,daily life,24,TC,open,How many times did the boy catch the juggling ball in total?,15 times
human,daily life,25,TC,open,How many times did the man catch the juggling ball in total?,27 times
human,daily life,26,TC,open,How many times did the man catch the juggling ball in total?,16 times
human,daily life,27,TO,closed,"Was the nunchaku continuously in the man's hands throughout the video?
(a) Yes.
(b) No.",(b)
human,daily life,28,TC,open,"How many times did the person press the ""Enter"" key in the video?",3 times
human,daily life,29,TC,open,"How many times did the person press the ""Shift"" key in the video?",2 times
human,daily life,30,TC,open,"How many times did the person press the ""H"" key in the video?",2 times
human,daily life,31,TC,open,How many keys on the keyboard did the person press in total?,6 keys
human,daily life,32,TC,open,How many times did the person press the space bar in the video?,3 times
human,daily life,33,TC,open,"How many times did the person press the ""D"" key in the video?",6 times
human,daily life,34,TC,open,How many nails did the man hammer in total in the video?,3 nails
human,daily life,35,TC,open,How many cuts did the person make in total in the video?,8 cuts
human,daily life,36,TC,open,How many cuts did the person make in total in the video?,8 cuts
human,daily life,37,AD,open,Which keys did the person press in sequence in the video?,14754543232
human,daily life,38,TR,closed,"Which constant might the sequence of keys pressed by the person correspond to?
(a) Euler's number
(b) Pi
(c) Golden ratio
(d) Conway's constant",(b)
human,non-ball sports,1,TC,open,How many feint punches did the two athletes make in total?,2 times
human,non-ball sports,2,TC,open,"Before entering the water, how many full 360-degree rotations did the athlete complete in the air?",4 times
human,non-ball sports,3,TO,closed,"Did the gymnast keep both hands gripping the horizontal bar throughout the routine?
(a) True.
(b) False.",(b)
human,non-ball sports,4,TC,open,"Before releasing the bar and landing, how many full 360-degree rotations did the gymnast complete?",3 times
human,non-ball sports,5,AD,closed,"Which description of the video is correct?
(a) Both athletes started successfully and moved forward.
(b) One athlete lost balance and fell, with the hands touching the ground before the hips.
(c) One athlete lost balance and fell, with the hips touching the ground before the hands.
(d) One athlete lost balance and fell, with the hips touching the ground while the hands never touched the ground.",(b)
human,non-ball sports,6,AD,closed,"At the moment of clearing the hurdle, which description of the athlete is correct?
(a) The athlete clears the hurdle with the legs spread left and right.
(b) The athlete clears the hurdle with the legs spread front and back.
(c) The athlete stays in place and jumps upward.
(d) The athlete fails to clear the hurdle.",(a)
human,non-ball sports,7,AD,closed,"Which foot touched the ground last before the long jumper took off?
(a) Left.
(b) Right.
(c) Both.",(b)
human,non-ball sports,8,AD,closed,"Which foot touched the ground last before the long jumper took off?
(a) Left.
(b) Right.
(c) Both.",(a)
human,non-ball sports,9,TR,closed,"From the audience's perspective, which athlete had the greater advantage at the start?
(a) The athlete closest to the audience.
(b) The second-closest athlete to the audience.
(c) The athlete farthest from the audience.
(d) All three athletes were the same.",(a)
human,non-ball sports,10,TC,open,How many airborne spin-jump actions did the figure skater perform in total?,2 times
human,non-ball sports,11,TC,open,How many full 360-degree rotations did the athlete complete while in the air?,5 times
human,non-ball sports,12,TO,closed,"Did the athlete in the light blue top remain in a defensive stance throughout the video without throwing any punches?
(a) True.
(b) False.",(b)
human,non-ball sports,13,TC,open,How many obstacles did the athlete collide with during the run?,3 times
human,non-ball sports,14,TC,open,How many bench press repetitions did the athlete complete in total?,3 times
human,non-ball sports,15,TC,open,How many bench press repetitions did the man complete in total?,3 times
human,non-ball sports,16,TC,open,How many flips did the athlete complete in total?,3 times
human,non-ball sports,17,TC,open,How many squat repetitions did the person complete in total?,4 times
human,non-ball sports,18,TC,open,How many times did the athlete punch and hit the speed bag in total?,17 times
human,non-ball sports,19,TC,open,How many times did the breaststroke swimmer lift the head to breathe in total?,7 times
human,non-ball sports,20,TC,open,How many times did the breaststroke swimmer lift the head to breathe in total?,4 times
human,non-ball sports,21,AD,open,Which body part entered the water first when the diver hit the water?,Head
human,non-ball sports,22,TC,open,How many flips did the floor gymnast complete in total?,3 times
human,non-ball sports,23,TC,open,How many flips did the floor gymnast complete in total?,4 times
human,non-ball sports,24,AD,open,Which foot touched the ground last before the athlete took off?,Left foot
human,non-ball sports,25,TC,open,How many jumping jacks did the athlete in black complete in total?,3 times
human,non-ball sports,26,TC,open,How many jumps did the jump-rope athlete complete in total?,21
human,non-ball sports,27,TC,open,How many jumps did the jump-rope athlete complete in total?,36
human,non-ball sports,28,AD,closed,"Which description of the video is correct?
(a) The long jumper's final landing point is between the number 7 and the number 8.
(b) The long jumper's final landing point is between the number 8 and the number 9.
(c) The last foot touching the ground before takeoff is the right foot.
(d) The takeoff point is before the white line rather than exactly on it.",(a)
human,non-ball sports,29,TO,closed,"After landing, did the parallel bars athlete's feet shift slightly because the body was not fully stable?
(a) Yes.
(b) No.",(a)
human,non-ball sports,30,AD,closed,"After completely releasing the parallel bars, how many degrees did the athlete rotate in the air?
(a) 180.
(b) 360.
(c) 720.
(d) 1090.",(c)
human,non-ball sports,31,TC,open,How many pull-up repetitions did the man complete in total?,4 times
human,non-ball sports,32,TO,closed,"During the pull-up exercise, did the athlete keep the hands gripping the horizontal bar at all times?
(a) Yes.
(b) No.",(b)
human,non-ball sports,33,TC,open,How many push-up repetitions did the man complete in total?,7 times
human,non-ball sports,34,TC,open,How many push-up repetitions did the man complete in total?,4 times
human,non-ball sports,35,TC,closed,"After completely releasing the rings, how many degrees did the athlete rotate in the air(vertically)?
(a) 180.
(b) 360.
(c) 720.
(d) 1090.",(c)
human,non-ball sports,36,AD,open,"Which foot cleared the hurdle first, the left foot or the right foot?",Left foot
human,non-ball sports,37,AD,open,"Which foot cleared the hurdle first, the left foot or the right foot?",Right foot
human,non-ball sports,38,AD,open,"Which foot cleared the hurdle first, the left foot or the right foot?",Left foot
human,non-ball sports,39,AD,open,"Which foot cleared the hurdle first, the left foot or the right foot?",Right foot
human,non-ball sports,40,AD,open,Which foot touched the ground last before the athlete took off?,Right foot
human,other ball sports,1,TC,open,How many times did the athlete hit the ball successfully in total?,3 times
human,other ball sports,2,AD,closed,"From which direction of the frame did the child successfully catch the baseball for the second time?
(a) Left side
(b) Right side
(c) Upper side
(d) Lower side",(c)
human,other ball sports,3,TC,open,How many times did the athlete successfully hit the tennis ball in total?,6 times
human,other ball sports,4,TR,closed,"What was the result of this rally, and why?
(a) The two players closedr to the audience scored; because the opponents hit the ball out.
(b) The two players farther from the audience scored; because the opponents hit the ball out.
(c) The two players closedr to the audience scored; because the opponents failed to return the ball.
(d) The two players farther from the audience scored; because the opponents failed to return the ball.",(b)
human,other ball sports,5,TC,open,How many times did the athlete successfully hit the tennis ball in total?,14 times
human,other ball sports,6,TC,closed,"How many shots did the athlete in black take in total, and what were the outcomes?
(a) 1; scored.
(b) 1; blocked.
(c) 2; scored, then blocked.
(d) 2; blocked, then blocked.",(c)
human,other ball sports,7,TC,closed,"How many shots did the athlete in red take in total, and what were the outcomes?
(a) 1; scored.
(b) 1; blocked.
(c) 2; scored, then blocked.
(d) 2; blocked, then blocked.",(b)
